Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,Hosting Duration (Years)
500,2008-06-26,Gorgeous 1 BR with Private Balcony,Manhattan,apartment,90.0,entire home/apt,10024.0,3.0,1,0,199.0,94.0,17.101369863013698
500,2008-06-26,Trendy Times Square Loft,Manhattan,apartment,95.0,private room,10036.0,3.0,1,39,549.0,96.0,17.101369863013698
1039,2008-07-25,Big Greenpoint 1BD w/ Skyline View,Brooklyn,apartment,100.0,entire home/apt,11222.0,1.0,1,4,149.0,100.0,17.02191780821918
1783,2008-08-12,Amazing Also,Manhattan,apartment,100.0,entire home/apt,10004.0,1.0,1,9,250.0,100.0,16.972602739726028
2078,2008-08-15,"Colorful, quiet, & near the subway!",Brooklyn,apartment,90.0,private room,11201.0,1.0,1,80,90.0,94.0,16.964383561643835
2339,2008-08-20,East Village Cocoon: 2 Bedroom Flat,Manhattan,apartment,90.0,entire home/apt,10009.0,2.0,1,95,270.0,90.0,16.95068493150685
2339,2008-08-20,Lovely 2 Bedroom East Village Nest,Manhattan,apartment,95.0,entire home/apt,10009.0,2.0,1,23,290.0,96.0,16.95068493150685
2571,2008-08-27,THE PUTNAM,Brooklyn,apartment,95.0,entire home/apt,11221.0,2.0,1,14,170.0,98.0,16.931506849315067
2758,2008-09-06,Stay at Chez Chic budget room #1,Manhattan,apartment,90.0,private room,10026.0,2.0,1,120,59.0,93.0,16.904109589041095
2758,2008-09-06,Stay at Chez Chic budget Room #2,Manhattan,apartment,90.0,private room,10026.0,2.0,1,81,49.0,91.0,16.904109589041095
2787,2008-09-07,Renovated and spacious townhome,Brooklyn,house,90.0,private room,11223.0,1.0,1,0,68.0,94.0,16.9013698630137
2845,2008-09-09,Midtown Castle,Manhattan,apartment,95.0,entire home/apt,10018.0,1.0,1,17,285.0,97.0,16.895890410958906
2881,2008-09-10,Newly renovated historic brownstone,Brooklyn,apartment,95.0,private room,11216.0,1.0,1,32,75.0,95.0,16.893150684931506
2965,2008-09-14,Large Bedroom in 3-bedroom Apt.,Manhattan,apartment,95.0,private room,10025.0,1.0,1,52,145.0,99.0,16.882191780821916
3211,2008-09-25,"Elegant NYC, 10mins to Manhattan!",Queens,apartment,90.0,private room,11106.0,1.0,1,3,100.0,93.0,16.852054794520548
3227,2008-09-26,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",Manhattan,apartment,85.0,entire home/apt,10001.0,3.0,1,171,150.0,85.0,16.84931506849315
3226,2008-09-26,Great 3 Bed Apt Tribeca / Soho,Manhattan,apartment,90.0,entire home/apt,10013.0,3.0,1,0,700.0,94.0,16.84931506849315
3226,2008-09-26,Huge Room Soho LOFT off WBroadway,Manhattan,apartment,85.0,private room,10013.0,1.0,1,9,125.0,86.0,16.84931506849315
3226,2008-09-26,Master Room Soho LOFT off WBroadway,Manhattan,apartment,90.0,private room,10013.0,1.0,1,0,175.0,94.0,16.84931506849315
3415,2008-10-02,Beautiful Furnished Master Bedroom,Queens,house,90.0,private room,11365.0,1.0,1,0,90.0,94.0,16.832876712328765
3563,2008-10-10,16' x 11' Furnished BR with Balcony,Brooklyn,apartment,100.0,private room,11220.0,1.0,1,1,40.0,100.0,16.81095890410959
3647,2008-10-14,Conveniently Queens with Two Rooms,Queens,apartment,90.0,entire home/apt,11373.0,1.0,1,4,89.0,93.0,16.8
3647,2008-10-14,Quality Cozy Studio Next to Subway,Queens,apartment,90.0,entire home/apt,11373.0,1.0,1,16,95.0,94.0,16.8
3647,2008-10-14,Queens Quality Convenient Apartment,Queens,apartment,100.0,entire home/apt,11373.0,2.0,1,9,99.0,100.0,16.8
3867,2008-10-29,1 Bedroom Apartment in Chinatown!,Manhattan,apartment,90.0,entire home/apt,10002.0,1.0,1,19,149.0,93.0,16.75890410958904
3867,2008-10-29,3 bedroom apartment in Chinatown!,Manhattan,apartment,80.0,entire home/apt,10038.0,4.0,1,2,499.0,80.0,16.75890410958904
3867,2008-10-29,Private bedroom in spacious loft!,Manhattan,apartment,90.0,private room,10038.0,4.0,1,0,99.0,94.0,16.75890410958904
3867,2008-10-29,Share a bedroom in a huge Apartment,Manhattan,apartment,90.0,shared room,10038.0,1.0,1,0,99.0,94.0,16.75890410958904
4177,2008-11-09,++ Brooklyn Penthouse Guestroom ++,Brooklyn,apartment,90.0,private room,11206.0,1.0,1,16,125.0,94.0,16.72876712328767
4267,2008-11-12,Robin's Nest on the fabulous UWS,Manhattan,apartment,85.0,entire home/apt,10024.0,2.0,1,28,170.0,88.0,16.720547945205478
4267,2008-11-12,Airy Room on the fabulous UWS,Manhattan,apartment,90.0,private room,10024.0,1.0,1,62,120.0,92.0,16.720547945205478
4396,2008-11-19,"Large Room, Amazing E. Village Apt",Manhattan,apartment,85.0,private room,10009.0,1.0,1,23,79.0,89.0,16.7013698630137
4488,2008-11-21,Sunny & Bright Harlem Home,Manhattan,apartment,95.0,entire home/apt,10027.0,3.0,1,6,125.0,97.0,16.695890410958903
4732,2008-12-01,A home in the heart of Park Slope,Brooklyn,apartment,90.0,entire home/apt,11217.0,1.0,1,5,110.0,92.0,16.66849315068493
4869,2008-12-07,Whole B'stone flr w priv kit & bat,Brooklyn,other,85.0,private room,11238.0,3.0,1,14,89.0,85.0,16.65205479452055
5871,2008-12-31,Bergen's Best Short Stay 2!,Brooklyn,apartment,90.0,entire home/apt,11213.0,3.0,1,12,180.0,93.0,16.586301369863012
5871,2008-12-31,Bergen's Best!,Brooklyn,apartment,95.0,entire home/apt,11213.0,3.0,1,5,180.0,95.0,16.586301369863012
5926,2009-01-02,Charming Central Park Hideaway,Manhattan,apartment,80.0,entire home/apt,10026.0,1.0,1,23,143.0,82.0,16.58082191780822
5926,2009-01-02,NYC 2-Bed Apt Mins to Times Square,Manhattan,apartment,85.0,entire home/apt,10027.0,2.0,1,28,230.0,89.0,16.58082191780822
5926,2009-01-02,Beautiful Apt with Park Views,Manhattan,apartment,85.0,entire home/apt,10030.0,5.0,1,40,350.0,86.0,16.58082191780822
5940,2009-01-02,Comfy 2BR Apt 20 mins to Midtown,Queens,apartment,85.0,entire home/apt,11368.0,2.0,1,47,135.0,86.0,16.58082191780822
5926,2009-01-02,Beautiful Room 1 with Park Views,Manhattan,apartment,85.0,private room,10027.0,1.0,1,9,85.0,87.0,16.58082191780822
5926,2009-01-02,Beautiful Room 2 with Park Views,Manhattan,apartment,90.0,private room,10027.0,1.0,1,13,85.0,91.0,16.58082191780822
5926,2009-01-02,Beautiful Room 3 with Park Views,Manhattan,apartment,90.0,private room,10027.0,1.0,1,14,85.0,92.0,16.58082191780822
5926,2009-01-02,Nice Apt Near Columbia University 2,Manhattan,apartment,80.0,private room,10031.0,1.0,1,35,60.0,81.0,16.58082191780822
5926,2009-01-02,Nice Apt Near Columbia University 3,Manhattan,apartment,80.0,private room,10031.0,2.0,1,34,70.0,82.0,16.58082191780822
5926,2009-01-02,Nice  Apt Near Columbia University,Manhattan,bed & breakfast,85.0,private room,10031.0,1.0,1,68,55.0,86.0,16.58082191780822
6041,2009-01-05,Beautiful Apt. In Astoria,Queens,apartment,100.0,private room,11105.0,1.0,1,4,44.0,100.0,16.572602739726026
7118,2009-01-26,PERFECT location! Contact me NOW!,Manhattan,apartment,85.0,entire home/apt,10036.0,1.0,1,14,200.0,87.0,16.515068493150686
7222,2009-01-29,SPACIOUS ARTY 1BR NOHO / E. VILLAGE,Manhattan,apartment,95.0,entire home/apt,10003.0,2.0,1,42,175.0,95.0,16.506849315068493
7209,2009-01-29,Next to Empire State building,Manhattan,apartment,100.0,entire home/apt,10016.0,1.0,1,9,250.0,100.0,16.506849315068493
7230,2009-01-30,"Luxury Building, big 1BR - 90th",Manhattan,apartment,95.0,entire home/apt,10128.0,2.0,1,7,165.0,96.0,16.504109589041096
7323,2009-02-02,CHEZ LEO Clinton Hill Ft. Greene,Brooklyn,apartment,85.0,entire home/apt,11238.0,1.0,1,13,115.0,88.0,16.495890410958904
7299,2009-02-02,"Downtown calm, convenience & space",Manhattan,apartment,95.0,entire home/apt,10005.0,1.0,1,16,145.0,95.0,16.495890410958904
7322,2009-02-02,Large & Cozy Midtown East 1 BR Apt,Manhattan,apartment,85.0,entire home/apt,10016.0,1.0,1,47,200.0,86.0,16.495890410958904
7351,2009-02-02,2 Floor Loft room in Artist Studio,Brooklyn,loft,80.0,private room,11215.0,2.0,1,3,74.0,80.0,16.495890410958904
7351,2009-02-02,Spacious Loft Room in Artist Studio,Brooklyn,loft,90.0,private room,11215.0,2.0,1,0,74.0,94.0,16.495890410958904
7351,2009-02-02,Spacious room in Huge artist Loft,Brooklyn,loft,100.0,private room,11215.0,1.0,1,2,84.0,100.0,16.495890410958904
7338,2009-02-02,East Vil  1br in 2br apt + balcony,Manhattan,apartment,100.0,private room,10009.0,1.0,1,3,125.0,100.0,16.495890410958904
7386,2009-02-03,Quiet Slice of Manhattan,Manhattan,apartment,90.0,entire home/apt,10016.0,1.0,1,42,129.0,92.0,16.493150684931507
7356,2009-02-03,BlissArtsSpace!,Brooklyn,apartment,90.0,private room,11216.0,1.0,1,41,50.0,90.0,16.493150684931507
7356,2009-02-03,Private Bliss Art Space 2,Brooklyn,apartment,90.0,private room,11216.0,1.0,1,52,50.0,93.0,16.493150684931507
7414,2009-02-04,Historic Fort Greene - Red Rooster,Brooklyn,apartment,80.0,entire home/apt,11217.0,3.0,1,15,185.0,82.0,16.49041095890411
7414,2009-02-04,Historic Fort Greene-Deco on Greene,Brooklyn,apartment,85.0,entire home/apt,11217.0,3.0,1,21,185.0,85.0,16.49041095890411
7414,2009-02-04,Skylight on Greene,Brooklyn,apartment,75.0,entire home/apt,11217.0,3.0,1,6,150.0,76.0,16.49041095890411
7498,2009-02-06,Your own studio+patio no roommates,Manhattan,apartment,80.0,entire home/apt,10002.0,1.0,1,1,80.0,80.0,16.484931506849314
7510,2009-02-06,Big Lovely Chelsea Studio! Sleeps 5,Manhattan,apartment,85.0,entire home/apt,10010.0,1.0,1,8,190.0,89.0,16.484931506849314
7510,2009-02-06,Grande Super Large APT !!!,Manhattan,apartment,80.0,entire home/apt,10010.0,3.0,1,10,190.0,80.0,16.484931506849314
7510,2009-02-06,Great Apartment with PATIO!!,Manhattan,apartment,80.0,entire home/apt,10010.0,2.0,1,1,190.0,80.0,16.484931506849314
7510,2009-02-06,Super Large APT,Manhattan,apartment,80.0,entire home/apt,10010.0,2.0,1,29,175.0,80.0,16.484931506849314
7510,2009-02-06,HUGE and SUNNY one bedroom!,Manhattan,apartment,90.0,entire home/apt,10011.0,2.0,1,29,190.0,93.0,16.484931506849314
7549,2009-02-07,Cute & Cozy Lower East Side 1 bdrm,Manhattan,apartment,90.0,entire home/apt,10002.0,1.0,1,112,140.0,94.0,16.482191780821918
7549,2009-02-07,"Cute,Cozy Lower East Side 1bdrm",Manhattan,apartment,95.0,entire home/apt,10002.0,1.0,1,4,140.0,95.0,16.482191780821918
7549,2009-02-07,LowerEastSide apt share shortterm 2,Manhattan,apartment,95.0,private room,10002.0,1.0,1,25,75.0,97.0,16.482191780821918
7549,2009-02-07,LowerEastSide apt share shortterm 1,Manhattan,apartment,95.0,shared room,10002.0,1.0,1,132,45.0,95.0,16.482191780821918
7549,2009-02-07,LowerEastSide apt share shortterm 3,Manhattan,apartment,95.0,shared room,10002.0,1.0,1,17,45.0,95.0,16.482191780821918
7611,2009-02-09,Artist's Loft with indoor Hammock!,Brooklyn,apartment,95.0,entire home/apt,11211.0,1.0,1,51,135.0,95.0,16.476712328767125
7626,2009-02-09,L.E.S. Must See!!,Manhattan,apartment,85.0,entire home/apt,10002.0,1.0,1,156,100.0,86.0,16.476712328767125
7612,2009-02-09,Cute Cozy Studio in Manhattan,Manhattan,apartment,90.0,entire home/apt,10023.0,1.0,1,29,145.0,91.0,16.476712328767125
7702,2009-02-10,Beautiful 1br on Upper West Side,Manhattan,apartment,90.0,entire home/apt,10025.0,1.0,1,30,135.0,94.0,16.473972602739725
7740,2009-02-11,Cozy Girly Studio; Upper West Side,Manhattan,apartment,90.0,entire home/apt,10024.0,1.0,1,98,200.0,94.0,16.471232876712328
7949,2009-02-15,Creative Charm in Brooklyn,Brooklyn,apartment,100.0,private room,11238.0,1.0,1,4,65.0,100.0,16.46027397260274
7999,2009-02-16,Sunny Large 1 Bedroom w/ balconies!,Brooklyn,apartment,100.0,entire home/apt,11222.0,1.0,1,1,165.0,100.0,16.457534246575342
7987,2009-02-16,Upper West Side-Unique One Bedroom,Manhattan,apartment,90.0,entire home/apt,10025.0,1.0,1,24,145.0,94.0,16.457534246575342
7989,2009-02-16,Central Manhattan/near Broadway,Manhattan,apartment,95.0,private room,10036.0,1.0,1,74,135.0,97.0,16.457534246575342
8057,2009-02-17,GREAT NEW LOWER EAST SIDE/ SOHO APT,Manhattan,apartment,85.0,entire home/apt,10002.0,2.0,1,20,225.0,89.0,16.454794520547946
8057,2009-02-17,HUGE 2 BEDROOM LOFT NOHO/EAST VILL.,Manhattan,apartment,75.0,entire home/apt,10003.0,3.0,1,32,250.0,78.0,16.454794520547946
8057,2009-02-17,Ideal Charming Large W Village Apt!,Manhattan,apartment,85.0,entire home/apt,10014.0,3.0,1,32,250.0,85.0,16.454794520547946
8057,2009-02-17,HUGE MODERN LUXURY-2bed/2bath+patio,Manhattan,loft,100.0,entire home/apt,10009.0,2.0,1,5,600.0,100.0,16.454794520547946
8178,2009-02-19,Location! Location! Location!,Brooklyn,apartment,90.0,entire home/apt,11215.0,1.0,1,188,145.0,90.0,16.44931506849315
8178,2009-02-19,Sunny Beautiful Sublet All Yours!!!,Brooklyn,apartment,90.0,entire home/apt,11215.0,3.0,1,221,149.0,92.0,16.44931506849315
8198,2009-02-19,Park Slope haven 15 mins from Soho,Brooklyn,apartment,90.0,entire home/apt,11217.0,1.0,1,39,150.0,93.0,16.44931506849315
8380,2009-02-22,River view in the Village,Manhattan,apartment,95.0,entire home/apt,10014.0,1.0,1,57,200.0,98.0,16.44109589041096
8440,2009-02-23,Beautiful studio by Prospect Park,Brooklyn,apartment,90.0,entire home/apt,11218.0,1.0,1,0,120.0,94.0,16.438356164383563
8440,2009-02-23,Luxe 1BD apartment by Prospect Park,Brooklyn,apartment,95.0,entire home/apt,11218.0,1.0,1,4,150.0,95.0,16.438356164383563
8425,2009-02-23,Charming W.Village Apt. 8/25-9/15,Manhattan,apartment,100.0,entire home/apt,10014.0,1.0,1,1,175.0,100.0,16.438356164383563
8605,2009-02-25,Sunny 1BR East Harlem Apartment,Manhattan,apartment,90.0,entire home/apt,10035.0,2.0,1,11,109.0,91.0,16.432876712328767
8730,2009-02-27,Comfort & Convenience,Manhattan,condominium,100.0,entire home/apt,10003.0,6.0,1,4,750.0,100.0,16.427397260273974
8703,2009-02-27,"Clean, Safe, Convenient, Comfy",Manhattan,apartment,100.0,shared room,10027.0,1.0,1,3,80.0,100.0,16.427397260273974
8967,2009-03-03,Large Furnished Room Near B'way,Manhattan,apartment,85.0,private room,10019.0,1.0,1,242,73.0,85.0,16.416438356164385
9744,2009-03-10,"Beautiful Apt, Garden #3 Best Area",Brooklyn,apartment,95.0,entire home/apt,11215.0,3.0,1,67,135.0,97.0,16.397260273972602
9744,2009-03-10,Gorgeous house Room 2 BEST location,Brooklyn,house,95.0,private room,11215.0,2.0,1,95,89.0,96.0,16.397260273972602
9744,2009-03-10,"Gorgeous Room #1, Best Location",Brooklyn,house,90.0,private room,11215.0,2.0,1,118,89.0,92.0,16.397260273972602
10176,2009-03-14,"Amazing Apt in WILLIAMSBURG, NY!!",Brooklyn,apartment,95.0,entire home/apt,11211.0,2.0,1,60,250.0,96.0,16.386301369863013
10151,2009-03-14,Cozy Convenient Apt for Travelers,Queens,apartment,90.0,entire home/apt,11358.0,1.0,1,0,99.0,94.0,16.386301369863013
10889,2009-03-21,BnoB (2 br) — Heart of Williamsburg,Brooklyn,apartment,90.0,entire home/apt,11249.0,2.0,1,132,250.0,93.0,16.367123287671234
10889,2009-03-21,The Institute—Heart of Williamsburg,Brooklyn,apartment,90.0,entire home/apt,11249.0,2.0,1,136,250.0,94.0,16.367123287671234
10889,2009-03-21,Great house in Williamsburg,Brooklyn,house,95.0,entire home/apt,11211.0,2.0,1,14,250.0,98.0,16.367123287671234
11037,2009-03-22,"Large, Sunny, Central 2br; Terrace",Brooklyn,apartment,100.0,entire home/apt,11217.0,2.0,1,2,240.0,100.0,16.364383561643837
11358,2009-03-25,Bright Clean Spacious 1BR,Brooklyn,apartment,90.0,entire home/apt,11213.0,1.0,1,0,115.0,94.0,16.356164383561644
11358,2009-03-25,Bright Clean Room in Bushwick,Brooklyn,apartment,90.0,private room,11237.0,1.0,1,0,72.0,94.0,16.356164383561644
11481,2009-03-26,House on 11th - Garden Level Apt.,Brooklyn,apartment,90.0,entire home/apt,11215.0,1.0,1,119,165.0,91.0,16.353424657534248
11481,2009-03-26,Sunset Retreat - Charming Oasis,Brooklyn,apartment,90.0,entire home/apt,11220.0,1.0,1,79,90.0,90.0,16.353424657534248
11481,2009-03-26,Sunset Retreat - Top Floor Oasis,Brooklyn,apartment,85.0,entire home/apt,11220.0,1.0,1,21,105.0,88.0,16.353424657534248
11481,2009-03-26,House on Henry (2nd FLR Suite),Brooklyn,apartment,85.0,entire home/apt,11231.0,2.0,1,68,155.0,88.0,16.353424657534248
11481,2009-03-26,House on Henry (3rd FLR Suite),Brooklyn,apartment,90.0,entire home/apt,11231.0,2.0,1,106,160.0,94.0,16.353424657534248
11810,2009-03-30,NYC Historic District Posh Studio,Queens,apartment,90.0,private room,11372.0,1.0,1,0,150.0,94.0,16.34246575342466
12169,2009-04-03,"Dream Come True, Too! Williamsburg",Brooklyn,apartment,90.0,private room,11211.0,1.0,1,43,89.0,94.0,16.33150684931507
12169,2009-04-03,"Dream Come True! Williamsburg, BK",Brooklyn,apartment,90.0,private room,11211.0,1.0,1,91,99.0,93.0,16.33150684931507
12221,2009-04-04,5Minutes To Manhattan Cozy Oasis,Bronx,apartment,80.0,private room,10451.0,3.0,1,105,42.0,81.0,16.328767123287673
12221,2009-04-04,5Minutes To Manhattan Zen&Cozy,Bronx,apartment,85.0,private room,10451.0,3.0,1,96,42.0,87.0,16.328767123287673
12220,2009-04-04,Big Room in front of Central Park,Manhattan,apartment,85.0,private room,10025.0,1.0,1,74,132.0,88.0,16.328767123287673
12220,2009-04-04,Your Room in front of Central Park,Manhattan,apartment,90.0,private room,10025.0,1.0,1,141,117.0,90.0,16.328767123287673
12712,2009-04-08,Lovely Bklyn Apt with Private Deck,Brooklyn,apartment,90.0,entire home/apt,11205.0,1.0,1,5,135.0,92.0,16.317808219178083
12712,2009-04-08,Perfectly Situated LES 1-Bedroom,Manhattan,apartment,90.0,entire home/apt,10002.0,1.0,1,146,125.0,91.0,16.317808219178083
12712,2009-04-08,Real 2-Bedroom East Village Apt!,Manhattan,apartment,85.0,entire home/apt,10009.0,3.0,1,63,200.0,87.0,16.317808219178083
12869,2009-04-10,Luxury on a Budget,Manhattan,apartment,90.0,entire home/apt,10009.0,1.0,1,13,250.0,92.0,16.312328767123287
13070,2009-04-12,Spacious clean & quiet 2 bed/2bath,Manhattan,bed & breakfast,80.0,entire home/apt,10128.0,2.0,1,58,295.0,83.0,16.306849315068494
13424,2009-04-14,An Oasis In Hell's Kitchen!,Manhattan,apartment,100.0,entire home/apt,10019.0,1.0,1,7,280.0,100.0,16.301369863013697
13654,2009-04-16,Room with a view in Central Harlem,Manhattan,apartment,85.0,private room,11211.0,1.0,1,11,75.0,85.0,16.295890410958904
13908,2009-04-18,2 BR Upper West Side Apt.,Manhattan,apartment,65.0,entire home/apt,10025.0,3.0,1,12,150.0,66.0,16.29041095890411
14063,2009-04-19,BK Heights Apartment for cat lovers,Brooklyn,apartment,100.0,entire home/apt,11201.0,3.0,1,4,125.0,100.0,16.28767123287671
14204,2009-04-20,Charming 2 Bedroom Red Hook Loft!,Brooklyn,apartment,100.0,entire home/apt,11231.0,2.0,1,18,230.0,100.0,16.284931506849315
14204,2009-04-20,Private room in Red Hook loft!,Brooklyn,apartment,95.0,private room,11231.0,1.0,1,21,110.0,98.0,16.284931506849315
15192,2009-04-28,Cozy Furnished 2 Bedroom Apartment,Brooklyn,apartment,80.0,entire home/apt,11216.0,3.0,1,8,159.0,84.0,16.263013698630136
15154,2009-04-28,"Bright 1 Bedroom, Perfect Location!",Manhattan,apartment,80.0,entire home/apt,10023.0,1.0,1,2,160.0,80.0,16.263013698630136
15167,2009-04-28,2 Bed 2 Bath Apt w/ balcony & WiFi,Manhattan,apartment,95.0,entire home/apt,10031.0,3.0,1,13,107.0,98.0,16.263013698630136
15261,2009-04-29,Cute room in hip Fort Greene,Brooklyn,apartment,80.0,private room,11205.0,1.0,1,1,50.0,80.0,16.26027397260274
15523,2009-05-01,Enjoy and discover New York Citi,Staten Island,house,95.0,private room,10304.0,1.0,1,7,69.0,97.0,16.254794520547946
15742,2009-05-04,"Beautiful, private, uptown studio",Manhattan,apartment,80.0,entire home/apt,10031.0,1.0,1,20,110.0,83.0,16.246575342465754
15964,2009-05-06,"Large Brooklyn Duplex, Park Slope",Brooklyn,apartment,90.0,entire home/apt,11215.0,3.0,1,0,175.0,94.0,16.24109589041096
16851,2009-05-12,"Hip Whole Apt in Wmsburg, Brooklyn",Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,8,125.0,93.0,16.224657534246575
16800,2009-05-12,UES Beautiful Blue Room / Oak Room,Manhattan,apartment,95.0,private room,10029.0,2.0,1,150,95.0,96.0,16.224657534246575
16800,2009-05-12,UES Beautiful Home Red Velvet Room,Manhattan,apartment,95.0,private room,10029.0,2.0,1,41,95.0,95.0,16.224657534246575
16883,2009-05-13,Spacious Charming Loft Studio,Manhattan,loft,90.0,entire home/apt,10024.0,2.0,1,4,135.0,91.0,16.221917808219178
17296,2009-05-15,Bright studio in central Mahattan,Manhattan,apartment,95.0,entire home/apt,10016.0,1.0,1,5,100.0,96.0,16.216438356164385
17571,2009-05-17,Perfect for Grandparents + Garden,Brooklyn,house,95.0,entire home/apt,11205.0,2.0,1,80,200.0,95.0,16.21095890410959
17571,2009-05-17,Perfect for Parents (Part 2),Brooklyn,house,95.0,private room,11205.0,1.0,1,32,239.0,97.0,16.21095890410959
17655,2009-05-18,Modern LES Studio w/ Skyline Views,Manhattan,apartment,95.0,entire home/apt,10002.0,1.0,1,17,220.0,97.0,16.208219178082192
17930,2009-05-19,Charming 2 Bedroom by Prospect Park,Brooklyn,apartment,100.0,entire home/apt,11218.0,3.0,1,1,199.0,100.0,16.205479452054796
17798,2009-05-19,EAST VILLAGE DESIGNER LUXURY LOFT,Manhattan,apartment,100.0,entire home/apt,10009.0,3.0,1,4,399.0,100.0,16.205479452054796
17985,2009-05-20,Amazing Chinatown/SOHO one bed room,Manhattan,apartment,85.0,entire home/apt,10002.0,2.0,1,38,130.0,86.0,16.202739726027396
18118,2009-05-20,Giant & beautiful home in the sky.,Manhattan,apartment,90.0,private room,10031.0,1.0,1,0,70.0,94.0,16.202739726027396
18229,2009-05-21,Charming & Sunny Slope Duplex Loft,Brooklyn,loft,90.0,entire home/apt,11215.0,2.0,1,0,110.0,94.0,16.2
18174,2009-05-21,Cosy 2 bedroom in East Village,Manhattan,apartment,90.0,entire home/apt,10003.0,3.0,1,55,160.0,92.0,16.2
18374,2009-05-22,Bright & Modern Downtown Studio,Manhattan,apartment,95.0,entire home/apt,10003.0,1.0,1,89,135.0,96.0,16.197260273972603
18611,2009-05-24,East Village sunny & large 2 bdr,Manhattan,apartment,95.0,entire home/apt,10003.0,2.0,1,5,350.0,96.0,16.19178082191781
18642,2009-05-24,1 BDR with private toilet/sink,Manhattan,apartment,90.0,private room,10031.0,1.0,1,0,60.0,94.0,16.19178082191781
18729,2009-05-25,"SPACIOUS, BEAUTIFUL CONDO IN BKLYN!",Brooklyn,condominium,95.0,entire home/apt,11215.0,2.0,1,9,375.0,98.0,16.18904109589041
19031,2009-05-27,Charming Greenwich Village Apt,Manhattan,apartment,80.0,entire home/apt,10012.0,1.0,1,14,225.0,81.0,16.183561643835617
19852,2009-06-02,Lg Beautiful Garden Apt Sleeps 2,Manhattan,apartment,95.0,entire home/apt,10035.0,1.0,1,8,165.0,97.0,16.167123287671235
19969,2009-06-03,SoHo Loft - Entire Floor,Manhattan,apartment,95.0,entire home/apt,10013.0,1.0,1,52,585.0,96.0,16.164383561643834
20149,2009-06-04,Cool East Williamsburg Apartment,Brooklyn,apartment,95.0,private room,11206.0,1.0,1,46,40.0,96.0,16.161643835616438
20805,2009-06-09,Huge Brooklyn Room with Aussie Host,Brooklyn,apartment,100.0,private room,11225.0,1.0,1,12,85.0,100.0,16.147945205479452
21286,2009-06-12,UWS Garden Getaway,Manhattan,apartment,95.0,entire home/apt,10024.0,2.0,1,9,225.0,97.0,16.13972602739726
21306,2009-06-12,"Large, Bright 1 bdr in Williamsburg",Brooklyn,apartment,95.0,private room,11222.0,1.0,1,11,110.0,96.0,16.13972602739726
21475,2009-06-14,High-end doorman bldg in the LES,Manhattan,apartment,95.0,private room,10002.0,1.0,1,55,125.0,96.0,16.134246575342466
21823,2009-06-16,Soaring Bushwick 3 Bedroom,Brooklyn,apartment,95.0,entire home/apt,11221.0,5.0,1,9,275.0,98.0,16.12876712328767
21904,2009-06-16,Modern 1 BR / NYC / EAST VILLAGE,Manhattan,apartment,90.0,entire home/apt,10003.0,1.0,1,8,240.0,93.0,16.12876712328767
22220,2009-06-18,Modern brick 1 bedroom on UES,Manhattan,apartment,90.0,entire home/apt,10028.0,1.0,1,17,175.0,91.0,16.123287671232877
22486,2009-06-20,CBG Williamsburg  loft room,Brooklyn,loft,75.0,entire home/apt,11211.0,4.0,1,6,130.0,76.0,16.117808219178084
22486,2009-06-20,CBG Partner Prospect Pk Helps Haiti,Brooklyn,apartment,90.0,private room,11225.0,1.0,1,0,90.0,94.0,16.117808219178084
22486,2009-06-20,CBG CtyBeGoodHelpsHaiti#1:1-4,Brooklyn,house,90.0,private room,11217.0,10.0,1,77,130.0,91.0,16.117808219178084
22486,2009-06-20,CommunityBeGood Helps Haiti Rm #2,Brooklyn,house,85.0,private room,11217.0,1.0,1,39,130.0,89.0,16.117808219178084
22486,2009-06-20,CommunityBeGood Helps Haiti Rm #3,Brooklyn,house,85.0,private room,11217.0,2.0,1,13,130.0,86.0,16.117808219178084
22486,2009-06-20,CommunityBeGoodHelpsHaiti #5 Suite,Brooklyn,house,100.0,private room,11217.0,2.0,1,3,130.0,100.0,16.117808219178084
22486,2009-06-20,CommunitybegoodHelpsHaiti#2.5,Brooklyn,house,90.0,private room,11217.0,2.0,1,17,120.0,93.0,16.117808219178084
23048,2009-06-24,Park Slope Oasis: Your home base!,Brooklyn,apartment,90.0,entire home/apt,11215.0,1.0,1,18,139.0,94.0,16.106849315068494
23276,2009-06-25,"Luxe, Spacious 2BR 2BA Nr Trains",Brooklyn,apartment,100.0,entire home/apt,11215.0,2.0,1,3,260.0,100.0,16.104109589041094
23193,2009-06-25,"Bright, cozy den in 4 bedrm duplex.",Brooklyn,house,100.0,private room,11221.0,1.0,1,2,35.0,100.0,16.104109589041094
23435,2009-06-26,Spectacular River View Studio,Manhattan,apartment,95.0,entire home/apt,10281.0,1.0,1,48,185.0,96.0,16.101369863013698
23577,2009-06-28,Williamsburg foodie inspired loft,Brooklyn,loft,95.0,entire home/apt,11249.0,1.0,1,16,175.0,99.0,16.095890410958905
23727,2009-06-29,Prospect Heights quiet sunny nest,Brooklyn,apartment,95.0,entire home/apt,11238.0,2.0,1,6,150.0,97.0,16.09315068493151
