Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,Hosting Duration (Years)
1510984,2011-12-16,MODERN LUXURY STUDIO - TIMES SQUARE,Manhattan,apartment,95.0,entire home/apt,10019.0,1.0,1,12,285.0,96.0,13.627397260273973
1510984,2011-12-16,TIMES SQUARE MODERN 1 BEDROOM,Manhattan,apartment,95.0,entire home/apt,10019.0,2.0,1,10,265.0,98.0,13.627397260273973
1509831,2011-12-16,Lincoln Center Studio/gorgeous,Manhattan,apartment,95.0,entire home/apt,10023.0,1.0,1,1,159.0,97.0,13.627397260273973
1509831,2011-12-16,Studio,Manhattan,apartment,100.0,entire home/apt,10023.0,1.0,1,4,160.0,100.0,13.627397260273973
1510599,2011-12-16,"Lovely, sunny apt - Hudson Heights",Manhattan,apartment,100.0,entire home/apt,10033.0,1.0,1,7,115.0,100.0,13.627397260273973
1509863,2011-12-16,"Rosa B Comfy private floor bright,",Queens,apartment,100.0,entire home/apt,11374.0,4.0,1,1,108.0,100.0,13.627397260273973
1509863,2011-12-16,"Rosa A . Bright, Cute. Whole floor",Queens,house,95.0,entire home/apt,11374.0,4.0,1,29,159.0,97.0,13.627397260273973
1511065,2011-12-16,Cozy Room in Brooklyn Brownstone,Brooklyn,apartment,90.0,private room,11216.0,1.0,1,0,65.0,94.0,13.627397260273973
1511254,2011-12-16,Charming BK Neighborhood near Park!,Brooklyn,apartment,90.0,private room,11218.0,1.0,1,0,100.0,94.0,13.627397260273973
1510220,2011-12-16,A Great Bedroom in LES,Manhattan,apartment,85.0,private room,10002.0,1.0,1,126,75.0,88.0,13.627397260273973
1510220,2011-12-16,Large Bedroom in 3 Bdrm,Manhattan,apartment,85.0,private room,10002.0,1.0,1,81,75.0,86.0,13.627397260273973
1509863,2011-12-16,"Kawaii 2- Pretty, cozy,private room",Queens,house,95.0,private room,11374.0,1.0,1,18,49.0,98.0,13.627397260273973
1509863,2011-12-16,"Kawaii- large, clean, private, safe",Queens,house,90.0,private room,11374.0,1.0,1,16,59.0,94.0,13.627397260273973
1509863,2011-12-16,"快適ステイComfy bed, safe, and quiet!",Queens,house,90.0,shared room,11374.0,1.0,1,15,25.0,93.0,13.627397260273973
1512182,2011-12-17,Cozy Parkside Flat,Brooklyn,apartment,90.0,entire home/apt,11225.0,1.0,1,2,100.0,90.0,13.624657534246575
1512883,2011-12-17,Sunny & Spacious Brooklyn 1BR Apt,Brooklyn,apartment,100.0,entire home/apt,11238.0,1.0,1,4,90.0,100.0,13.624657534246575
1513864,2011-12-17,Beautiful flat - prime Williamsburg,Brooklyn,apartment,90.0,entire home/apt,11249.0,1.0,1,35,140.0,91.0,13.624657534246575
1514035,2011-12-17,**Rooftop Oasis** East Village 2bd,Manhattan,apartment,80.0,entire home/apt,10009.0,2.0,1,1,300.0,80.0,13.624657534246575
1512462,2011-12-17,Newly Renovated Studio Midtown East,Manhattan,apartment,95.0,entire home/apt,10017.0,2.0,1,14,205.0,97.0,13.624657534246575
1513068,2011-12-17,Studio 2 blocks from Central Park,Manhattan,apartment,90.0,entire home/apt,10024.0,1.0,1,32,165.0,93.0,13.624657534246575
1511712,2011-12-17,"Cute, hip room in E. Williamsburg!",Brooklyn,apartment,85.0,private room,11206.0,1.0,1,45,79.0,87.0,13.624657534246575
1513386,2011-12-17,"nice ,cozy studio  bushwick",Brooklyn,apartment,90.0,private room,11206.0,1.0,1,0,90.0,94.0,13.624657534246575
1513294,2011-12-17,Sunny and spacious bedroom,Brooklyn,apartment,90.0,private room,11237.0,1.0,1,3,65.0,93.0,13.624657534246575
1513357,2011-12-17,NOLITA/SOHO Full Floor 2500sft Loft,Manhattan,apartment,90.0,private room,10002.0,1.0,1,0,240.0,94.0,13.624657534246575
1516252,2011-12-18,Brooklyn Loft,Brooklyn,apartment,90.0,entire home/apt,11211.0,3.0,1,0,450.0,94.0,13.621917808219179
1514814,2011-12-18,Great 1dr  e-village,Manhattan,apartment,90.0,entire home/apt,10009.0,1.0,1,0,225.0,94.0,13.621917808219179
1515494,2011-12-18,Studio in Best location in Chelsea!,Manhattan,apartment,90.0,entire home/apt,10011.0,1.0,1,2,165.0,94.0,13.621917808219179
1515730,2011-12-18,Quiet West Village/Meatpacking 1BR,Manhattan,apartment,95.0,entire home/apt,10014.0,1.0,1,105,235.0,97.0,13.621917808219179
1516439,2011-12-18,NYC 2 BEDROOM APT TIMES SQUARE AREA,Manhattan,apartment,95.0,entire home/apt,10036.0,3.0,1,62,295.0,96.0,13.621917808219179
1514655,2011-12-18,Large Room in 3 - Story Brownstone,Brooklyn,house,90.0,private room,11213.0,1.0,1,0,80.0,94.0,13.621917808219179
1516553,2011-12-18,Share w/Gay Guy. Loft Space CHELSEA,Manhattan,apartment,90.0,shared room,10011.0,2.0,1,37,89.0,94.0,13.621917808219179
1518296,2011-12-19,Huge 2 bedroom 2 bathroom apartment,Bronx,apartment,90.0,entire home/apt,10451.0,1.0,1,0,200.0,94.0,13.61917808219178
1520215,2011-12-19,Spacious Full 2br Holiday Home,Brooklyn,apartment,90.0,entire home/apt,11217.0,2.0,1,0,250.0,94.0,13.61917808219178
1519306,2011-12-19,Charming One Bedroom in Brooklyn,Brooklyn,apartment,100.0,entire home/apt,11222.0,1.0,1,26,125.0,100.0,13.61917808219178
1517723,2011-12-19,"Prospect 2BR, kickback in Brooklyn!",Brooklyn,apartment,90.0,entire home/apt,11238.0,2.0,1,0,139.0,94.0,13.61917808219178
1517723,2011-12-19,"Sky-lit 1BR Prospect Heights, Bklyn",Brooklyn,apartment,70.0,entire home/apt,11238.0,1.0,1,2,129.0,70.0,13.61917808219178
1517723,2011-12-19,"Stylish 3 Bedrm, perfect for groups",Brooklyn,apartment,90.0,entire home/apt,11238.0,3.0,1,20,228.0,94.0,13.61917808219178
1519057,2011-12-19,SUPER COZY 1 BR TOP FLOOR APARTMENT,Brooklyn,apartment,95.0,entire home/apt,11238.0,1.0,1,5,165.0,96.0,13.61917808219178
1517870,2011-12-19,1300 Sqft Huge Apt on 38th and Lex,Manhattan,apartment,85.0,entire home/apt,10016.0,1.0,1,6,329.0,87.0,13.61917808219178
1518028,2011-12-19,Modern Luxury Manhattan Getaway,Manhattan,apartment,100.0,entire home/apt,10030.0,1.0,1,1,127.0,100.0,13.61917808219178
1518506,2011-12-19,Private Room in Amazing Location,Brooklyn,apartment,100.0,private room,11217.0,1.0,1,5,95.0,100.0,13.61917808219178
1518397,2011-12-19,Sunny Room in Brooklyn,Brooklyn,apartment,90.0,private room,11225.0,1.0,1,0,68.0,94.0,13.61917808219178
1520120,2011-12-19,Spacious Bedroom on Upper East Side,Manhattan,apartment,100.0,private room,10128.0,1.0,1,1,90.0,100.0,13.61917808219178
1521296,2011-12-20,"Quiet Private Studio, No Share!",Manhattan,apartment,90.0,entire home/apt,10025.0,1.0,1,17,149.0,92.0,13.616438356164384
1520436,2011-12-20,1000sft FURNISHED LOFT FOR SUBLET,Manhattan,loft,90.0,entire home/apt,10002.0,1.0,1,0,300.0,94.0,13.616438356164384
1521432,2011-12-20,NYC Summer Getaway | Full Home 2BR,Queens,apartment,100.0,entire home/apt,11106.0,2.0,1,5,150.0,100.0,13.616438356164384
1520629,2011-12-20,"Big Apple, Brooklyn - Animals lover",Brooklyn,apartment,85.0,private room,11238.0,1.0,1,13,60.0,88.0,13.616438356164384
1522929,2011-12-20,East Village 1 bed with bath,Manhattan,apartment,85.0,private room,10009.0,1.0,1,10,125.0,89.0,13.616438356164384
1523018,2011-12-20,Awesome Place! Amazing Location!,Manhattan,apartment,95.0,private room,10012.0,1.0,1,22,175.0,95.0,13.616438356164384
1521508,2011-12-20,1BR near Columbia / Central Park,Manhattan,apartment,95.0,private room,10025.0,1.0,1,6,80.0,96.0,13.616438356164384
1525117,2011-12-21,"Kid Friendly, 2-3 BR, Brooklyn",Brooklyn,apartment,80.0,entire home/apt,11201.0,3.0,1,1,135.0,80.0,13.613698630136986
1525734,2011-12-21,INDUSTRIAL-CHIC BROOKLYN APARTMENT,Brooklyn,apartment,85.0,entire home/apt,11216.0,1.0,1,17,120.0,89.0,13.613698630136986
1526161,2011-12-21,Spacious Park Slope 1BR,Brooklyn,apartment,80.0,entire home/apt,11217.0,1.0,1,1,125.0,80.0,13.613698630136986
1525582,2011-12-21,"Great location, close to all",Brooklyn,apartment,100.0,entire home/apt,11249.0,2.0,1,1,275.0,100.0,13.613698630136986
1525033,2011-12-21,1BD in East Williamsburg,Manhattan,apartment,85.0,entire home/apt,10002.0,1.0,1,3,175.0,89.0,13.613698630136986
1526273,2011-12-21,Unique East Village duplex in NYC,Manhattan,apartment,95.0,entire home/apt,10009.0,1.0,1,52,150.0,99.0,13.613698630136986
1524939,2011-12-21,Sunny and modern doorman UWS 1-bed,Manhattan,apartment,90.0,entire home/apt,10025.0,1.0,1,10,289.0,93.0,13.613698630136986
1524765,2011-12-21,Harlem Central Park Studio Near All,Manhattan,apartment,85.0,entire home/apt,10027.0,2.0,1,31,125.0,86.0,13.613698630136986
1525669,2011-12-21,Cozy apartment Manhattan- 4 people,Manhattan,apartment,80.0,entire home/apt,10033.0,2.0,1,2,109.0,80.0,13.613698630136986
1523610,2011-12-21,Modern apartment w/ gorgeous view,Brooklyn,apartment,90.0,private room,11211.0,2.0,1,17,125.0,94.0,13.613698630136986
1525582,2011-12-21,private room with private bathroom,Brooklyn,apartment,90.0,private room,11222.0,1.0,1,52,99.0,93.0,13.613698630136986
1525582,2011-12-21,"Williamsburg, Brooklyn private room",Brooklyn,apartment,95.0,private room,11249.0,1.0,1,69,99.0,95.0,13.613698630136986
1525669,2011-12-21,Nice room at Center-Manhattan !!,Manhattan,apartment,80.0,private room,10033.0,1.0,1,37,46.0,84.0,13.613698630136986
1528590,2011-12-22,Great 1 Bedroom Apt Williamsburg!,Brooklyn,apartment,90.0,entire home/apt,11249.0,1.0,1,29,175.0,94.0,13.610958904109589
1528333,2011-12-22,Bright and airy Brooklyn townhouse,Brooklyn,house,90.0,entire home/apt,11205.0,4.0,1,0,300.0,94.0,13.610958904109589
1528091,2011-12-22,Brownstone for 2 Near Best of NY!,Brooklyn,house,90.0,entire home/apt,11238.0,1.0,1,23,155.0,94.0,13.610958904109589
1527535,2011-12-22,Huge loft (2 Bed) in Heart of Soho,Manhattan,apartment,95.0,entire home/apt,10013.0,2.0,1,7,449.0,97.0,13.610958904109589
1527730,2011-12-22,Central Park Corner Apartment,Manhattan,apartment,95.0,entire home/apt,10019.0,2.0,1,5,175.0,96.0,13.610958904109589
1527830,2011-12-22,"""In the Heart of the City""",Manhattan,apartment,90.0,entire home/apt,10019.0,1.0,1,0,315.0,94.0,13.610958904109589
1528912,2011-12-22,Nice Private Room Beauty in Queens,Queens,apartment,95.0,private room,11211.0,1.0,1,23,59.0,95.0,13.610958904109589
1528912,2011-12-22,Very clean bed room in queens NYC,Queens,apartment,85.0,private room,11355.0,1.0,1,6,65.0,87.0,13.610958904109589
1530107,2011-12-23,Cozy One Bedroom In Center of City,Manhattan,apartment,90.0,entire home/apt,10001.0,2.0,1,0,210.0,94.0,13.608219178082193
1530310,2011-12-23,"Cozy Corner, Bedford Ave  Brooklyn!",Brooklyn,apartment,95.0,private room,11205.0,1.0,1,9,59.0,95.0,13.608219178082193
1530310,2011-12-23,"Cozy Private One Bedroom, Brooklyn",Brooklyn,apartment,95.0,private room,11205.0,1.0,1,9,56.0,96.0,13.608219178082193
1531125,2011-12-23,1 BR in Bright Williamsburg Loft,Brooklyn,apartment,90.0,private room,11211.0,1.0,1,0,64.0,94.0,13.608219178082193
1530954,2011-12-23,Sunny Bedroom in Prospect Heights,Brooklyn,apartment,100.0,private room,11238.0,1.0,1,1,50.0,100.0,13.608219178082193
1532912,2011-12-24,Sunny & modern  1bd/1ba home,Brooklyn,apartment,95.0,entire home/apt,11205.0,1.0,1,17,140.0,96.0,13.605479452054794
1531903,2011-12-24,2 BR apt BEST BLOCK East Village!,Manhattan,apartment,90.0,entire home/apt,10009.0,2.0,1,18,198.0,94.0,13.605479452054794
1531559,2011-12-24,Boutique Upper East Side Apartment,Manhattan,apartment,100.0,entire home/apt,10028.0,2.0,1,11,235.0,100.0,13.605479452054794
1533019,2011-12-24,Stylishly Furnished NYC Apartment,Manhattan,apartment,95.0,entire home/apt,10033.0,1.0,1,57,85.0,98.0,13.605479452054794
1533019,2011-12-24,Boutique Hotel Styled Apartment!,Manhattan,apartment,90.0,entire home/apt,10040.0,1.0,1,140,75.0,93.0,13.605479452054794
1533576,2011-12-25,Cosy one Bedroom Apt. in Park Slope,Brooklyn,apartment,80.0,entire home/apt,11215.0,2.0,1,1,119.0,80.0,13.602739726027398
1533248,2011-12-25,Private Roof w/ Manhattan Views,Brooklyn,apartment,90.0,entire home/apt,11222.0,1.0,1,0,250.0,94.0,13.602739726027398
1534297,2011-12-25,Studio w/ huge terrace + river view,Brooklyn,apartment,100.0,entire home/apt,11249.0,1.0,1,4,205.0,100.0,13.602739726027398
1533576,2011-12-25,Cosy private room in Brooklyn,Brooklyn,apartment,85.0,private room,11215.0,1.0,1,5,79.0,88.0,13.602739726027398
1536441,2011-12-26,Charming Artist's Home in Brooklyn,Brooklyn,apartment,85.0,entire home/apt,11215.0,3.0,1,13,240.0,86.0,13.6
1537501,2011-12-26,Beautiful Park Slope apt w garden,Brooklyn,apartment,85.0,entire home/apt,11215.0,2.0,1,13,220.0,87.0,13.6
1536812,2011-12-26,NYC Dream Location- Food & Shopping,Manhattan,apartment,90.0,entire home/apt,10003.0,1.0,1,2,195.0,90.0,13.6
1537663,2011-12-26,Classic UWS Brownstone Apartment,Manhattan,apartment,90.0,entire home/apt,10024.0,1.0,1,3,175.0,93.0,13.6
1535739,2011-12-26,Private bedroom in two bedroom APT,Brooklyn,apartment,100.0,private room,11211.0,1.0,1,1,60.0,100.0,13.6
1535997,2011-12-26,rm + bath steps from park and train,Brooklyn,apartment,90.0,private room,11226.0,1.0,1,20,137.0,94.0,13.6
1540511,2011-12-27,AWESOME 2BR UPPER WEST SIDE HOME!!!,Manhattan,apartment,90.0,entire home/apt,10024.0,4.0,1,139,240.0,94.0,13.597260273972603
1540537,2011-12-27,Private room in a private house.,Bronx,house,90.0,private room,10455.0,1.0,1,0,80.0,94.0,13.597260273972603
1539749,2011-12-27,Nice Double Room  All Included,Brooklyn,apartment,70.0,private room,11216.0,1.0,1,5,79.0,73.0,13.597260273972603
1539749,2011-12-27,Nice single Rooms All Included,Brooklyn,apartment,80.0,private room,11216.0,1.0,1,15,69.0,82.0,13.597260273972603
1539749,2011-12-27,Private Single Room,Brooklyn,apartment,85.0,private room,11216.0,1.0,1,10,70.0,88.0,13.597260273972603
1539749,2011-12-27,Ready private furnished room w/Wifi,Brooklyn,apartment,80.0,private room,11216.0,1.0,1,8,77.0,83.0,13.597260273972603
1542370,2011-12-28,Lovely Apt - Heart of Williamsburg,Brooklyn,apartment,80.0,entire home/apt,11211.0,1.0,1,23,140.0,84.0,13.594520547945205
1542375,2011-12-28,Hancock House cozy Garden Level,Brooklyn,apartment,95.0,entire home/apt,11233.0,1.0,1,32,125.0,95.0,13.594520547945205
1543357,2011-12-28,2 Bed 2 Bath Modern Clinton Hl. Apt,Brooklyn,apartment,95.0,entire home/apt,11238.0,2.0,1,25,215.0,98.0,13.594520547945205
1542713,2011-12-28,Charming West Village Apartment,Manhattan,apartment,95.0,entire home/apt,10014.0,1.0,1,16,175.0,96.0,13.594520547945205
1544485,2011-12-28,1BR West Village! Landmark Building,Manhattan,apartment,95.0,entire home/apt,10014.0,1.0,1,14,185.0,96.0,13.594520547945205
1542370,2011-12-28,Loft with Amazing Views,Brooklyn,apartment,80.0,private room,11211.0,1.0,1,2,125.0,80.0,13.594520547945205
1545977,2011-12-29,"Cobble Hill, sunny large 1BR apt",Brooklyn,apartment,100.0,entire home/apt,11201.0,1.0,1,15,195.0,100.0,13.591780821917808
1546306,2011-12-29,LARGE COZY QUIET GREAT FOR A FAMILY,Manhattan,apartment,90.0,entire home/apt,10001.0,2.0,1,103,300.0,93.0,13.591780821917808
1546306,2011-12-29,SPACIOUS QUIET GREAT FOR A FAMILY,Manhattan,apartment,85.0,entire home/apt,10001.0,3.0,1,87,320.0,88.0,13.591780821917808
1548449,2011-12-29,Cute studio apartment w lofted bed,Manhattan,apartment,90.0,entire home/apt,10011.0,2.0,1,4,175.0,90.0,13.591780821917808
1546596,2011-12-29,Your very own NYC apartment!,Manhattan,apartment,80.0,entire home/apt,10026.0,1.0,1,2,140.0,80.0,13.591780821917808
1548449,2011-12-29,Cute Studio Share for Females,Manhattan,apartment,85.0,shared room,10011.0,1.0,1,23,85.0,87.0,13.591780821917808
1549503,2011-12-30,Brooklyn Heights Brownstone Duplex,Brooklyn,house,100.0,entire home/apt,11201.0,2.0,1,1,195.0,100.0,13.58904109589041
1550389,2011-12-30,Great NYC Apt in central area!,Manhattan,apartment,90.0,entire home/apt,10010.0,1.0,1,3,145.0,93.0,13.58904109589041
1550578,2011-12-30,Estudio 129,Manhattan,apartment,90.0,entire home/apt,10027.0,3.0,1,21,135.0,94.0,13.58904109589041
1549925,2011-12-30,Apartment 12 minutues to Manahattan,Queens,apartment,90.0,entire home/apt,11377.0,2.0,1,1,107.0,94.0,13.58904109589041
1550419,2011-12-30,*Musician's Apartment* in Brooklyn,Brooklyn,apartment,90.0,private room,11205.0,1.0,1,0,50.0,94.0,13.58904109589041
1550182,2011-12-30,Spacious Room with Private Entrance,Brooklyn,apartment,90.0,private room,11222.0,1.0,1,0,75.0,94.0,13.58904109589041
1549512,2011-12-30,Cozy room in light-filled apartment,Brooklyn,apartment,90.0,private room,11238.0,1.0,1,0,68.0,94.0,13.58904109589041
1550230,2011-12-30,Spacious Room in Bushwick!,Brooklyn,apartment,90.0,private room,11385.0,2.0,1,23,65.0,94.0,13.58904109589041
1550906,2011-12-30,Huge Private Room Harlem Brownstone,Manhattan,apartment,95.0,private room,10030.0,1.0,1,6,95.0,98.0,13.58904109589041
1550906,2011-12-30,Sunny Quiet Room Harlem Brownstone,Manhattan,apartment,95.0,private room,10030.0,1.0,1,2,55.0,99.0,13.58904109589041
1552287,2011-12-31,Cozy Bohemian Apt in Hell's Kitchen,Manhattan,apartment,95.0,entire home/apt,10036.0,1.0,1,7,208.0,96.0,13.586301369863014
1553157,2011-12-31,Cozy Private Room in LES Apartment,Manhattan,apartment,90.0,private room,10002.0,1.0,1,12,99.0,91.0,13.586301369863014
1552156,2011-12-31,Sunny Modern 1 Bdroom near LGA,Queens,apartment,95.0,private room,11368.0,1.0,1,74,70.0,99.0,13.586301369863014
1555696,2012-01-01,Sunny apartment with piano + yard!,Brooklyn,apartment,80.0,entire home/apt,11206.0,1.0,1,5,98.0,80.0,13.583561643835617
1555188,2012-01-01,COZY 2 BR 5 MIN FROM MANHATTAN,Brooklyn,apartment,95.0,entire home/apt,11211.0,2.0,1,24,177.0,95.0,13.583561643835617
1555783,2012-01-01,3bd 5* Tribeca Penthouse + deck,Manhattan,apartment,90.0,entire home/apt,10007.0,3.0,1,10,750.0,90.0,13.583561643835617
1554236,2012-01-01,NYC Modern APT near Central Park!!!,Manhattan,apartment,90.0,entire home/apt,10024.0,1.0,1,6,189.0,90.0,13.583561643835617
1554236,2012-01-01,Modern Loft/Studio nearCENTRAL PARK,Manhattan,apartment,85.0,entire home/apt,10075.0,2.0,1,2,179.0,89.0,13.583561643835617
1555188,2012-01-01,Pvt Bdrm in Prime Williamsburg,Brooklyn,apartment,95.0,private room,11211.0,1.0,1,37,77.0,95.0,13.583561643835617
1555897,2012-01-01,Sunny private room featured in film,Brooklyn,house,95.0,private room,11218.0,1.0,1,108,94.0,97.0,13.583561643835617
1559494,2012-01-02,"Private 1br,1ba Apt. Comfy + Quiet",Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,18,125.0,93.0,13.580821917808219
1559439,2012-01-02,Modern Sunny Apartment in Bed Stuy!,Brooklyn,apartment,95.0,entire home/apt,11216.0,1.0,1,6,100.0,97.0,13.580821917808219
1556712,2012-01-02,Your Home with View in Greenpoint!,Brooklyn,apartment,100.0,entire home/apt,11222.0,1.0,1,2,200.0,100.0,13.580821917808219
1556255,2012-01-02,Modern apartment in Bushwick,Brooklyn,apartment,90.0,entire home/apt,11237.0,3.0,1,6,110.0,93.0,13.580821917808219
1559494,2012-01-02,4 Bedrooms Comfy Private @TWBGH,Brooklyn,house,95.0,entire home/apt,11211.0,5.0,1,16,400.0,96.0,13.580821917808219
1557541,2012-01-02,a cosy sunny large apartment,Manhattan,apartment,95.0,entire home/apt,10025.0,5.0,1,12,550.0,96.0,13.580821917808219
1556814,2012-01-02,AMAZING ONE BEDROOM IN MANHATTAN,Manhattan,apartment,85.0,entire home/apt,10030.0,2.0,1,4,275.0,87.0,13.580821917808219
1557442,2012-01-02,Harlem Mansion - Luxurious & Cozy,Manhattan,house,90.0,entire home/apt,10027.0,3.0,1,0,450.0,94.0,13.580821917808219
1558222,2012-01-02,Big sunny room on McCarren Park,Brooklyn,apartment,90.0,private room,11222.0,1.0,1,2,90.0,90.0,13.580821917808219
1558222,2012-01-02,Prime Greenpoint/Williamsburg room,Brooklyn,apartment,80.0,private room,11222.0,1.0,1,1,75.0,80.0,13.580821917808219
1559494,2012-01-02,PrivateStudio Apt+Bth+Kitchn @TWBGH,Brooklyn,house,90.0,private room,11211.0,1.0,1,22,100.0,93.0,13.580821917808219
1559494,2012-01-02,Room 2 - Comfy and Quiet @TWBGH,Brooklyn,house,90.0,private room,11211.0,2.0,1,45,100.0,92.0,13.580821917808219
1559494,2012-01-02,Room1-ComfyQueen Bed Private @TWBGH,Brooklyn,house,90.0,private room,11211.0,1.0,1,42,100.0,94.0,13.580821917808219
1559494,2012-01-02,Room3-Comfy+Clean Queen Bed @TWBGH,Brooklyn,house,95.0,private room,11211.0,1.0,1,39,100.0,95.0,13.580821917808219
1557541,2012-01-02,small bedroom in large cozy apart,Manhattan,apartment,95.0,private room,10025.0,1.0,1,21,75.0,99.0,13.580821917808219
1563313,2012-01-03,Lovely studio in prime Fort Greene,Brooklyn,apartment,85.0,entire home/apt,11205.0,1.0,1,20,115.0,89.0,13.578082191780823
1564111,2012-01-03,Adorable Studio in Heart of BKLYN,Brooklyn,apartment,90.0,entire home/apt,11205.0,1.0,1,6,140.0,93.0,13.578082191780823
1563507,2012-01-03,Park Slope 1bdr - lively convenient,Brooklyn,apartment,85.0,entire home/apt,11215.0,1.0,1,6,113.0,88.0,13.578082191780823
1566167,2012-01-04,Private Vintage L Shaped Studio,Brooklyn,apartment,90.0,entire home/apt,11218.0,1.0,1,6,80.0,93.0,13.575342465753424
1566007,2012-01-04,Luxury 1BR 1.5BTH on Upper Westside,Manhattan,apartment,95.0,entire home/apt,10069.0,2.0,1,61,300.0,98.0,13.575342465753424
1566321,2012-01-04,LES / Chinatown Designer's LOFT,Manhattan,loft,70.0,entire home/apt,10002.0,1.0,1,6,194.0,73.0,13.575342465753424
1567714,2012-01-04,Spacious Soho Loft,Manhattan,loft,80.0,entire home/apt,10013.0,4.0,1,1,350.0,80.0,13.575342465753424
1567587,2012-01-04,PERFECT for FAMILIES. 2 Bed APT !!!,Queens,apartment,80.0,entire home/apt,11101.0,2.0,1,26,138.0,82.0,13.575342465753424
1567575,2012-01-04,Value Room in Downtown Manhattan,Manhattan,apartment,90.0,private room,10001.0,1.0,1,9,95.0,93.0,13.575342465753424
1565666,2012-01-04,Private room downtown!,Manhattan,apartment,80.0,private room,10013.0,1.0,1,1,80.0,80.0,13.575342465753424
1567587,2012-01-04,3 Subway Stops from MANHATTAN!!!,Queens,apartment,90.0,private room,11101.0,1.0,1,136,69.0,91.0,13.575342465753424
1567587,2012-01-04,Best PRICE for the best LOCATION!!!,Queens,apartment,90.0,private room,11101.0,1.0,1,53,68.0,92.0,13.575342465753424
1571422,2012-01-05,"Modern 2 Bedroom Apt, Williamsburg",Brooklyn,apartment,90.0,entire home/apt,11206.0,2.0,1,5,175.0,92.0,13.572602739726028
1570170,2012-01-05,Your Own 2 Br Apt Bedford and Grand,Brooklyn,apartment,95.0,entire home/apt,11211.0,2.0,1,100,180.0,97.0,13.572602739726028
1571506,2012-01-05,Big 1 BR Apt in Williamsburg!,Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,2,148.0,90.0,13.572602739726028
1570028,2012-01-05,COMFORTABLE QUIET 2 RM STUDIO LES,Manhattan,apartment,80.0,entire home/apt,10002.0,1.0,1,4,150.0,80.0,13.572602739726028
1570135,2012-01-05,Gorgeous One Bedroom Apartment,Manhattan,apartment,90.0,entire home/apt,10009.0,2.0,1,1,200.0,94.0,13.572602739726028
1572271,2012-01-05,":: Spacious 1bedroom, great loca ::",Manhattan,apartment,90.0,entire home/apt,10010.0,2.0,1,39,174.0,92.0,13.572602739726028
1569592,2012-01-05,Designer's Apartment Downtown,Manhattan,apartment,90.0,entire home/apt,10011.0,1.0,1,0,240.0,94.0,13.572602739726028
1571722,2012-01-05,Cozy Clean Home Away From Home,Manhattan,apartment,90.0,entire home/apt,10014.0,1.0,1,27,220.0,92.0,13.572602739726028
1572547,2012-01-05,"Great 1bdr Apt, Astoria-10mn to NYC",Queens,apartment,90.0,entire home/apt,11103.0,1.0,1,9,135.0,93.0,13.572602739726028
1571422,2012-01-05,Modern Brooklyn bedroom w/ kitchen,Brooklyn,apartment,90.0,private room,11206.0,1.0,1,6,85.0,90.0,13.572602739726028
1570348,2012-01-05,Cozy Private Room on a Lovely Block,Brooklyn,apartment,85.0,private room,11216.0,1.0,1,17,65.0,87.0,13.572602739726028
1569592,2012-01-05,Private Room in Trendy Downtown Apt,Manhattan,apartment,90.0,private room,10011.0,1.0,1,1,100.0,94.0,13.572602739726028
1572315,2012-01-05,Private Bedroom in a 2 Bedroom,Manhattan,apartment,90.0,private room,10016.0,1.0,1,14,102.0,92.0,13.572602739726028
1572332,2012-01-05,Big Bright Upper West Side Classic,Manhattan,apartment,90.0,private room,10025.0,2.0,1,43,117.0,91.0,13.572602739726028
1569862,2012-01-05,Exposed Brick Beauty in Harlem!,Manhattan,apartment,90.0,private room,10030.0,1.0,1,0,99.0,94.0,13.572602739726028
1568733,2012-01-05,Private room - New Twin Bed!,Queens,apartment,95.0,private room,11377.0,1.0,1,9,55.0,95.0,13.572602739726028
1573531,2012-01-06,HOME Montrose Ave/East Williamsburg,Brooklyn,apartment,100.0,entire home/apt,11206.0,1.0,1,6,165.0,100.0,13.56986301369863
1572745,2012-01-06,Tranquil Zen 1 bedroom NYC,Manhattan,apartment,90.0,entire home/apt,10002.0,1.0,1,101,130.0,90.0,13.56986301369863
1574618,2012-01-06,Bright & Minimal,Brooklyn,apartment,90.0,private room,11206.0,1.0,1,0,80.0,94.0,13.56986301369863
1573796,2012-01-06,Comfortable bdrm 1 block to subway,Brooklyn,apartment,90.0,private room,11207.0,1.0,1,6,45.0,90.0,13.56986301369863
1572673,2012-01-06,BIG and BRIGHT room in Soho/Nolita,Manhattan,apartment,85.0,private room,10002.0,1.0,1,4,85.0,85.0,13.56986301369863
1572673,2012-01-06,Nice room in SOHO/ NOLITA,Manhattan,apartment,90.0,private room,10002.0,1.0,1,3,75.0,93.0,13.56986301369863
1574051,2012-01-06,Cozy room in downtown apartment!,Manhattan,apartment,90.0,private room,10002.0,1.0,1,61,89.0,94.0,13.56986301369863
1574700,2012-01-06,HARLEM HOT SPOT! COOL & COMFY ROOM!,Manhattan,apartment,90.0,private room,10027.0,1.0,1,8,65.0,90.0,13.56986301369863
1579201,2012-01-07,"Spacious, Central, Whimsical",Brooklyn,apartment,90.0,entire home/apt,11206.0,2.0,1,6,135.0,90.0,13.567123287671233
